,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
1109,2970736,L,2,110018,233,233,131,B,ADLD,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,14.600729501566093
1110,3030083,C,11,641012,233,233,131,A,ADLD,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,12.881506034389716
1111,3053123,C,2,110018,233,233,131,A,ADLD,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,14.186122940705204
1112,3085831,AN,21,110015,233,233,131,A,ADLD,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,11.334706422256286
1113,3080561,AJ,25,560037,233,233,228,A,ADLD,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,11.810360535566215
1114,3003740,AI,23,400001,233,245,131,B,ADLD,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,12.87325014529382
1115,2930612,AJ,6,160059,233,233,131,C,ADLD,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,14.086018906106222
1116,3006065,AN,21,110015,233,233,131,A,ADLD,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,11.334786304861122
1117,3058134,C,2,110018,233,233,228,A,ADLD,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,13.853509675765562
1118,2987334,S,4,600024,233,233,131,A,ADLD,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,14.483926241252924
1119,2999954,C,8,700064,233,233,131,A,ADLD,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,12.95041513993161
1120,2884838,AN,7,500004,233,233,131,A,ADLD,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,12.932994795072656
1121,3070143,C,7,500004,233,233,228,A,ADLD,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,12.636885614064713
1122,3022397,AD,2,110018,233,233,228,A,ADLD,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,12.386604435167417
1123,3025645,AJ,27,110034,233,233,228,A,ADLD,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,11.473674427511781
1124,2825206,AA,21,110015,233,233,228,A,ADLD,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,9.771350456439723
1125,2861932,AN,22,400104,233,233,131,A,ADLD,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,11.70009913935662
1126,3060469,AJ,25,560037,233,233,131,A,ADLD,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,12.019747435857564
1127,2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,14.088710543706572
1128,2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,14.088710543706572
1129,2949697,AJ,2,110018,233,233,228,B,ADLD,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,13.114616945364354
1130,2951181,AN,21,110015,233,233,131,A,ADLD,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,11.491719066924276
1131,2865460,AE,2,110018,233,233,131,A,ADLD,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,12.926157706487533
1132,3074080,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,11.350932068635867
1133,2866420,C,5,380009,233,233,131,A,ADLD,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,12.438603167381622
1134,2967568,C,5,380009,233,233,131,A,ADLD,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,12.438603167381622
1135,2822670,AJ,9,411016,233,233,131,A,ADLD,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,14.040259564613393
1136,2839919,AD,9,411016,233,233,228,A,ADLD,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,13.115846683989464
1137,2858197,AJ,2,110018,233,233,131,A,ADLD,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,12.245059446188048
1138,2851271,AN,21,110015,233,233,131,A,ADLD,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,11.457881337091287
1139,2883327,AN,2,110018,233,233,131,A,ADLD,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,13.600960796173482
1140,2819467,AJ,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,12.368651375299159
1141,2819467,D,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,13.045652832342451
1142,2893006,AJ,2,110018,233,233,228,A,ADLD,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,12.035714518112798
1143,2921148,AJ,1,400059,233,233,131,A,ADLD,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,12.62017617766541
1144,2898414,AJ,1,400059,233,233,131,B,ADLD,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,13.67262933906039
1145,2953951,AN,21,110015,233,233,131,A,ADLD,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,11.334684759177005
1146,2928638,C,3,560011,233,233,131,C,ADLD,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,15.227786290775079
1147,2999209,AN,21,110015,233,233,131,B,ADLD,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,12.507212307185256
1148,3002827,AN,17,800001,233,233,131,C,ADLD,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,14.682630737133515
1149,2987302,C,2,110018,233,233,131,A,ADLD,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,14.186518291902036
1150,2980478,AJ,17,800001,233,233,228,C,ADLD,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,14.8361700045483
1151,3042399,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,12.125854123523915
1152,3019622,AD,3,560011,233,233,228,A,ADLD,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,8.745212055411834
1153,3017268,AJ,27,110034,308,233,131,A,ADLD,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,11.668242427634194
1154,3048526,AN,8,700064,201,233,131,D,ADLD,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,15.941706799153174
1155,3043896,AJ,27,110034,233,233,131,A,ADLD,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,11.684453180646777
1156,3061094,AN,26,560066,233,233,228,A,ADLD,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9.842175601360609
1157,3050016,AN,22,400104,233,233,131,B,ADLD,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,12.762896421107076
1158,2978616,AN,21,110015,233,233,131,A,ADLD,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,11.458280750115481
1159,3055893,AD,2,110018,233,233,228,A,ADLD,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,12.37176928768902
1160,3065642,C,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,13.614645720784868
1161,3065642,AJ,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,13.050477839915462
1162,3025875,K,1,400059,233,233,131,A,ADLD,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,13.876737238292769
1163,3008299,AJ,2,110018,233,245,131,A,ADLD,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,12.078031397880189
1164,2939037,AN,21,110015,233,233,131,B,ADLD,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,12.419086900680384
1165,3040038,AN,26,560066,233,233,131,A,ADLD,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,10.051535422802864
1166,3016539,AN,21,110015,233,233,131,B,ADLD,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,12.67076178602553
1167,3028370,S,24,110092,233,233,228,B,ADLD,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,16.02173482870132
1168,2847600,AJ,5,380009,233,245,131,A,ADLD,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,12.23401066123261
1169,2902293,AN,21,110015,233,233,131,A,ADLD,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,11.458288873770211
1170,2829320,AH,2,110018,233,233,228,B,ADLD,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,13.905087727125373
1171,2939295,AJ,4,600024,233,233,228,A,ADLD,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,12.256229668750805
1172,3009300,AN,22,400104,233,233,131,B,ADLD,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,12.860097303887176
1173,2870164,AN,22,400104,233,233,131,C,ADLD,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,13.816416489156524
1174,2862546,AN,8,700064,233,233,131,C,ADLD,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,14.904587036059993
1175,2993969,G,1,400059,233,233,131,A,ADLD,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,13.480039658498669
1176,3030267,AA,4,600024,233,233,228,B,ADLD,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,12.279867193959856
1177,2865691,Y,8,700064,201,233,131,D,ADLD,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,18.085575887133388
1178,2983391,C,2,110018,308,233,228,A,ADLD,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,13.869735322145146
1179,3011421,J,2,110018,233,233,131,B,ADLD,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,14.375048809793782
1180,2858132,AN,8,700064,233,233,131,C,ADLD,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,14.904580266347718
1181,2875296,AA,2,110018,233,233,228,A,ADLD,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,12.148386975440264
1182,2860443,AA,1,400059,233,233,131,A,ADLD,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,13.233238099904536
1183,2867249,AN,21,110015,233,233,131,B,ADLD,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,12.400116812944706
1184,2926563,AN,7,500004,233,233,131,A,ADLD,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,12.932912204582909
1185,2930792,AN,21,110015,233,233,131,A,ADLD,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,11.334722669565743
1186,2894362,AF,4,600024,233,233,131,A,ADLD,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,12.052302725808552
1187,2953718,AJ,2,110018,233,233,228,A,ADLD,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,12.158854230443971
1188,3019625,AA,24,110092,233,233,131,C,ADLD,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,13.8423033939435
1189,3032073,AN,21,110015,233,233,131,A,ADLD,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,11.458276688288116
1190,3037470,AN,7,500004,233,233,131,A,ADLD,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,12.932900019100813
1191,2986766,W,1,400059,233,233,131,A,ADLD,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,16.600632219756733
1192,3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,11.668312832641853
1193,3039933,AJ,27,110034,233,233,131,A,ADLD,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,11.668312832641853
1194,3068055,AJ,27,110034,233,233,131,A,ADLD,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,11.684439641222227
1195,3047030,S,24,110092,233,233,228,A,ADLD,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,14.687263577604313
1196,3052092,AN,21,110015,233,233,131,A,ADLD,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,11.334684759177005
1197,2843915,C,2,110018,233,245,228,A,ADLD,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,13.686397683025497
1198,2989408,AN,21,110015,308,233,131,A,ADLD,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,11.35091040555659
1199,3054440,AN,7,500004,233,233,131,A,ADLD,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,12.932936575547096
1200,2844465,AN,22,400104,233,233,131,B,ADLD,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,12.782922583957578
1201,2941622,C,3,560011,233,233,228,B,ADLD,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,13.933762207056407
1202,2972978,AN,22,400104,233,233,131,B,ADLD,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,12.69627974444083
1203,2937549,AA,24,110092,233,233,228,A,ADLD,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,11.532031379953253
1204,2957459,AN,26,560066,233,233,131,B,ADLD,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,11.12948602850862
1205,3049944,AJ,27,110034,233,245,228,A,ADLD,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,11.291704270271588
1206,2928392,AJ,23,400001,233,233,131,A,ADLD,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,12.110924200073676
1207,2851960,C,6,160059,233,233,131,C,ADLD,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,14.180105583517484
1208,3000257,AI,23,400001,233,233,131,B,ADLD,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,13.117549043445578
1209,2894173,AN,11,641012,201,201,131,0,ADLD,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,12.079023639510847
1210,3022082,Z,2,110018,233,233,131,A,ADLD,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,14.768562248956854
1211,3052963,C,5,380009,233,245,131,A,ADLD,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,12.271487112814192
1212,2866651,AN,21,110015,233,233,131,A,ADLD,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,11.458283458000391
1213,2880980,AJ,2,110018,233,233,131,A,ADLD,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,12.245094648691875
1214,3018382,AN,21,110015,308,233,131,A,ADLD,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,11.33477682726394
1215,2944199,I,1,400059,233,233,131,A,ADLD,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,15.70677687579365
1216,3045350,AN,7,500004,233,233,131,A,ADLD,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,12.932928451892366
1217,3058013,AN,21,110015,233,233,131,B,ADLD,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,12.480018372978485
1218,3011297,AI,23,400001,233,245,131,B,ADLD,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,12.86648178696175
1219,3057071,C,3,560011,233,245,228,A,ADLD,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,12.6770557034984
1220,2876024,AD,4,600024,233,233,131,B,ADLD,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,12.856404110656737
1221,2866461,AN,21,110015,233,233,131,B,ADLD,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,12.433821856417119
1222,2880281,AJ,11,641012,201,201,131,0,ADLD,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,11.748944839552227
1223,2858850,AN,21,110015,233,233,131,B,ADLD,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,12.406770086168112
1224,2994339,AN,22,400104,233,233,131,A,ADLD,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,11.714905854043465
1225,2992448,AN,7,500004,233,233,131,B,ADLD,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,14.022590659833053
1226,2984563,AN,22,400104,233,233,131,A,ADLD,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,11.728717421025951
1227,2943340,G,1,400059,233,233,228,B,ADLD,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,15.62213651254434
1228,2895937,AJ,3,560011,233,233,228,C,ADLD,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,14.435121559312272
1229,3044959,AN,7,500004,233,233,131,D,ADLD,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,16.09243258092588
1230,3052062,AI,3,560011,308,233,131,A,ADLD,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,12.414588494315453
1231,2862097,AJ,5,380009,233,245,131,A,ADLD,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,12.230797755787119
1232,3076947,AN,26,560066,233,233,228,A,ADLD,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,9.896317052247358
1233,2897282,AJ,4,600024,233,233,228,A,ADLD,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,12.256271640966904
1234,3038516,C,6,160059,233,233,131,B,ADLD,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,13.119129354368873
1235,2842992,AJ,2,110018,233,233,131,A,ADLD,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,12.368660852896344
1236,2907463,AJ,2,110018,233,233,131,A,ADLD,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,12.261283738625178
1237,2820292,AA,2,110018,233,233,228,A,ADLD,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,12.148386975440264
1238,2834028,AM,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,14.313523899320714
1239,2834028,AN,6,160059,233,233,131,C,ADLD,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,14.426357475494598
1240,2873907,AN,22,400104,233,233,131,A,ADLD,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,11.714912623755737
1241,2855526,AN,22,400104,233,233,131,A,ADLD,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,11.71495730385675
1242,2906338,AN,21,110015,233,233,131,B,ADLD,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,12.615250145374414
1243,2908052,AN,21,110015,233,233,228,A,ADLD,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11.385234501090629
1244,2939371,AN,21,110015,201,233,131,D,ADLD,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,14.502234014277565
1245,2946716,AJ,12,302006,233,233,228,A,ADLD,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,11.984664410199436
1246,2948650,S,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,13.57505386560235
1247,2948650,AN,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,11.882550222994126
1248,2959949,AN,7,500004,233,233,131,D,ADLD,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,16.127831406409374
1249,2981186,AJ,6,160059,233,233,228,B,ADLD,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,12.826314011671272
1250,2980376,C,1,400059,233,233,131,B,ADLD,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,13.681676932669987
1251,3000691,AN,8,700064,233,233,131,A,ADLD,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,12.737495490258691
1252,3017538,AN,26,560066,308,233,131,A,ADLD,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,10.051509697896218
1253,3044052,AA,24,110092,233,233,228,A,ADLD,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,11.517192170647494
1254,3042722,AN,8,700064,233,233,228,A,ADLD,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,12.528086926888061
1255,3059597,AN,21,110015,308,233,131,A,ADLD,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,11.33477682726394
1256,3035695,AM,1,400059,233,233,131,A,ADLD,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,14.463204649021531
1257,3091001,AJ,27,110034,233,233,131,A,ADLD,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,11.668230242152102
1258,3064303,AN,26,560066,233,245,131,A,ADLD,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,9.88434083957305
1259,2838889,C,7,500004,233,233,131,B,ADLD,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,13.915559242292879
1260,2921129,AJ,2,110018,233,233,131,A,ADLD,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,12.259935211940093
1261,2969805,AM,2,110018,233,233,131,A,ADLD,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,13.735073444228167
1262,2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,11.34956052492905
1263,2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,11.34956052492905
1264,2854115,G,8,700064,233,233,131,A,ADLD,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,13.314297142636729
1265,2927752,AJ,7,500004,233,233,228,A,ADLD,500082,2017-06-09,2017-05-04,2018-03-01,4474,2018-03-08,12.085382645380395
1266,2970385,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-14,2017-07-17,2018-03-11,4581,2018-03-14,11.519440190073446
1267,2966942,K,1,400059,233,233,131,C,ADLD,143001,2017-06-08,2017-06-05,2018-03-10,4008,2018-03-13,17.368972730701962
1268,2853549,C,6,160059,233,233,131,C,ADLD,141001,2017-05-02,2017-04-19,2018-02-08,4549,2018-02-15,14.177397698607674
1269,3003205,C,10,226010,233,233,228,B,ADLD,208020,2017-04-30,2016-10-02,2018-03-21,4547,2018-03-26,12.925810777984513
1270,2863151,AN,21,110015,233,233,131,A,ADLD,122001,2017-07-07,2017-06-30,2018-02-12,4580,2018-02-14,11.350909051614135
1271,2927492,AJ,1,400059,233,233,131,C,ADLD,421605,2017-07-29,2017-07-22,2018-03-01,4398,2018-03-05,14.745921028778817
1272,3068997,C,5,380009,233,233,131,B,ADLD,395010,2016-04-29,2016-04-22,2018-04-09,4546,2018-04-11,13.507984671290284
1273,2835440,AN,22,400104,233,233,131,A,ADLD,400081,2017-10-18,2017-09-30,2018-02-03,4581,2018-02-12,11.700118094550987
1274,2879534,C,2,110018,233,233,131,A,ADLD,110002,2018-01-20,2017-11-20,2018-02-17,4550,2018-02-21,12.125373518875708
1275,2876554,AN,7,500004,233,233,131,B,ADLD,530045,2017-11-18,2017-09-29,2018-02-16,4403,2018-02-21,14.02262857022179
1276,2904364,Y,17,800001,233,233,131,C,ADLD,841214,2018-01-29,2017-12-08,2018-02-24,4538,2018-02-27,16.836234671364497
1277,2994057,AJ,2,110018,233,233,131,A,ADLD,201011,2017-05-02,2017-05-02,2018-03-18,4388,2018-03-20,12.368258731987236
1278,2981244,AJ,8,700064,233,233,228,A,ADLD,700001,2018-02-16,2018-02-16,2018-03-14,4499,2018-03-21,12.227457726158299
1279,2970815,S,24,110092,233,233,131,A,ADLD,110092,2018-02-21,2017-10-24,2018-03-12,4150,2018-03-14,14.773176341778129
1280,3004006,AJ,23,400001,233,233,131,A,ADLD,400607,2017-09-11,2017-01-07,2018-03-21,4398,2018-03-26,12.111732503719253
1281,2930967,D,1,400059,233,233,131,B,ADLD,561203,2017-03-27,2017-03-27,2018-03-02,4401,2018-03-05,14.550202342968973
1282,3001468,D,1,400059,233,233,131,A,ADLD,711104,2017-10-30,2017-10-24,2018-03-20,4390,2018-03-24,13.75052847436104
1283,3054022,AJ,25,560037,233,233,131,A,ADLD,600028,2017-08-18,2017-08-18,2018-04-04,4460,2018-04-09,12.073875347319767
1284,3046863,AN,21,110015,233,233,131,A,ADLD,110019,2017-06-05,2017-05-23,2018-04-02,4580,2018-04-13,11.33468611311946
1285,3085258,AJ,27,110034,233,233,131,A,ADLD,201301,2018-02-24,2017-05-21,2018-04-14,4388,2018-04-18,11.791799154241481
1286,3062874,AJ,25,560037,233,245,131,0,ADLD,0,2017-04-24,2016-10-08,2018-04-07,4460,2018-04-11,10.045279480508025
1287,2939171,S,24,110092,233,233,131,B,ADLD,148001,2017-05-19,2017-05-14,2018-03-04,4150,2018-03-12,15.873567189731482
1288,2938090,C,2,110018,308,233,228,A,ADLD,122002,2017-11-07,2017-11-03,2018-03-03,4550,2018-03-06,11.932212264963944
1289,3011506,AI,7,500004,233,233,131,A,ADLD,500065,2017-12-14,2017-12-14,2018-03-23,4474,2018-04-05,12.181934615555413
1290,3073811,AN,21,110015,233,233,131,A,ADLD,110017,2017-10-02,2017-10-01,2018-04-11,4580,2018-04-12,11.33468340523455
1291,2876867,AN,8,700064,233,233,131,A,ADLD,700082,2017-04-18,2017-04-17,2018-02-16,4508,2018-02-20,12.737486012661506
1292,2931651,AN,22,400104,233,233,131,A,ADLD,380051,2017-03-16,2017-03-15,2018-03-03,4581,2018-03-08,11.672998627179236
1293,2906449,C,10,226010,233,233,131,B,ADLD,221010,2016-12-31,2016-12-25,2018-02-25,4547,2018-03-02,13.152807053844363
1294,3063505,AN,21,110015,233,245,131,A,ADLD,110001,2017-07-10,2017-07-08,2018-04-07,4580,2018-04-10,11.167533502105748
1295,3034848,AI,27,110034,233,233,131,B,ADLD,132103,2017-11-13,2017-11-11,2018-03-29,4388,2018-04-08,12.634339711503422
1296,2827286,AN,3,560011,233,233,131,A,ADLD,560037,2017-08-18,2017-08-18,2018-02-01,4467,2018-02-01,12.836312215091898
1297,3009836,AN,7,500004,233,233,131,A,ADLD,500035,2017-06-29,2017-06-14,2018-03-23,4403,2018-03-29,12.93293251371973
1298,3011585,AN,8,700064,233,233,131,C,ADLD,786171,2017-04-12,2017-04-08,2018-03-23,4508,2018-03-27,14.952174051522547
1299,2892055,AN,21,110015,233,233,131,C,ADLD,306401,2017-04-20,2017-04-11,2018-02-21,4580,2018-03-03,13.69870452715936
1300,2993568,AN,21,110015,233,233,131,A,ADLD,121004,2017-06-22,2017-06-21,2018-03-18,4580,2018-03-21,11.349559170986595
1301,3038938,AJ,6,160059,233,233,131,B,ADLD,160103,2017-07-13,2017-07-11,2018-03-30,4437,2018-04-04,13.062801424140009
1302,2833931,C,2,110018,233,233,131,A,ADLD,201014,2017-11-29,2017-11-19,2018-02-03,4094,2018-02-06,14.173459382462564
1303,2842506,AN,22,400104,233,233,131,B,ADLD,396191,2017-09-23,2017-09-01,2018-02-05,4581,2018-02-09,12.743915501831761
1304,2827558,AN,4,600024,233,233,131,A,ADLD,600099,2017-08-22,2017-08-21,2018-02-01,4490,2018-02-20,12.770392489017777
1305,2866136,AN,22,400104,233,233,131,A,ADLD,400002,2017-04-17,2017-04-13,2018-02-13,4581,2018-02-24,11.70001113309705
1306,2884872,AE,1,400059,233,233,131,A,ADLD,400081,2017-04-16,2017-04-16,2018-02-19,4015,2018-02-23,13.671196672626145
